frame_number grid_index player_position_x_meters player_position_y_meters
1038 11329 9 18.8
1038 12138 10 20.6
1040 9721 7 17.2
1040 10208 7.6 18.6
1040 10689 8.2 18.8
1040 11325 9 18
1040 11816 9.6 20.2
1043 9884 7.2 17.8
1043 10689 8.2 18.8
1043 11005 8.6 18
1043 11168 8.8 18.6
1044 10520 8 17
1044 10689 8.2 18.8
1044 11005 8.6 18
1044 11008 8.6 18.6
1046 10522 8 17.4
1046 10530 8 19
1046 10693 8.2 19.6
1046 10859 8.4 20.8
1046 11009 8.6 18.8
1046 11023 8.6 21.6
1048 9884 7.2 17.8
1048 10371 7.8 19.2
1048 11007 8.6 18.4
1048 11338 9 20.6
1049 10372 7.8 19.4
1049 10686 8.2 18.2
1049 10849 8.4 18.8
1049 11015 8.6 20
1049 11500 9.2 21
1051 10364 7.8 17.8
1051 10371 7.8 19.2
1051 10541 8 21.2
1051 10688 8.2 18.6
1053 10052 7.4 19.4
1053 10364 7.8 17.8
1053 10541 8 21.2
1053 10689 8.2 18.8
1054 10052 7.4 19.4
1054 10530 8 19
1054 10537 8 20.4
1054 10541 8 21.2
1054 10687 8.2 18.4
1055 10052 7.4 19.4
1055 10527 8 18.4
1055 10530 8 19
1057 9406 6.6 18.2
1057 9893 7.2 19.6
1057 10221 7.6 21.2
1057 10369 7.8 18.8
1059 10052 7.4 19.4
1059 10217 7.6 20.4
1059 10221 7.6 21.2
1059 10368 7.8 18.6
1059 10386 7.8 22.2
1059 10387 7.8 22.4
1061 9893 7.2 19.6
1061 10059 7.4 20.8
1061 10208 7.6 18.6
1061 10211 7.6 19.2
1062 9893 7.2 19.6
1062 10048 7.4 18.6
1062 10059 7.4 20.8
1063 9893 7.2 19.6
1063 10048 7.4 18.6
1063 10062 7.4 21.4
1065 9572 6.8 19.4
1065 9574 6.8 19.8
1065 10049 7.4 18.8
1065 10059 7.4 20.8
1065 10062 7.4 21.4
1065 10065 7.4 22
1068 9413 6.6 19.6
1068 9578 6.8 20.6
1068 9889 7.2 18.8
1069 9254 6.4 19.8
1069 9730 7 19
1069 9740 7 21
1069 9893 7.2 19.6
1071 9254 6.4 19.8
1071 9568 6.8 18.6
1071 9572 6.8 19.4
1071 9740 7 21
1072 9256 6.4 20.2
1072 9568 6.8 18.6
1072 9572 6.8 19.4
1075 9093 6.2 19.6
1075 9258 6.4 20.6
1075 9411 6.6 19.2
1077 9097 6.2 20.4
1077 9248 6.4 18.6
1077 9412 6.6 19.4
1079 9091 6.2 19.2
1079 9097 6.2 20.4
1079 9248 6.4 18.6
1079 9254 6.4 19.8
1079 9422 6.6 21.4
1081 8127 5 18.4
1081 8932 6 19.4
1081 9097 6.2 20.4
1081 9252 6.4 19.4
1081 9422 6.6 21.4
1081 9578 6.8 20.6
1083 8127 5 18.4
1083 8293 5.2 19.6
1083 8616 5.6 20.2
1083 8933 6 19.6
1083 8942 6 21.4
1083 9419 6.6 20.8
1085 8294 5.2 19.8
1085 8611 5.6 19.2
1085 8778 5.8 20.6
1085 8931 6 19.2
1085 9101 6.2 21.2
1086 7968 4.8 18.6
1086 8294 5.2 19.8
1086 8611 5.6 19.2
1086 8933 6 19.6
1086 9101 6.2 21.2
1087 7973 4.8 19.6
1087 8611 5.6 19.2
1087 8779 5.8 20.8
1087 8934 6 19.8
1089 8294 5.2 19.8
1089 8611 5.6 19.2
1089 8621 5.6 21.2
1089 9097 6.2 20.4
1092 7810 4.6 19
1092 8298 5.2 20.6
1092 8452 5.4 19.4
1092 8936 6 20.2
1094 8131 5 19.2
1094 8134 5 19.8
1094 8282 5.2 17.4
1094 8286 5.2 18.2
1094 8299 5.2 20.8
1094 8453 5.4 19.6
1094 8779 5.8 20.8
1095 7653 4.4 19.6
1095 7976 4.8 20.2
1095 8131 5 19.2
1095 8287 5.2 18.4
1095 8299 5.2 20.8
1095 8454 5.4 19.8
1095 8462 5.4 21.4
1095 8779 5.8 20.8
1098 7334 4 19.8
1098 7811 4.6 19.2
1098 7977 4.8 20.4
1098 7980 4.8 21
1098 8132 5 19.4
1098 8621 5.6 21.2
1098 8777 5.8 20.4
1099 7167 3.8 18.4
1099 7811 4.6 19.2
1099 7818 4.6 20.6
1099 8134 5 19.8
1100 7334 4 19.8
1100 7654 4.4 19.8
1100 7811 4.6 19.2
1100 7819 4.6 20.8
1100 7966 4.8 18.2
1100 8134 5 19.8
1100 8457 5.4 20.4
1103 7175 3.8 20
1103 7652 4.4 19.4
1103 7819 4.6 20.8
1103 8298 5.2 20.6
1104 7334 4 19.8
1104 7498 4.2 20.6
1104 7652 4.4 19.4
1104 8298 5.2 20.6
1107 7334 4 19.8
1107 7498 4.2 20.6
1107 7646 4.4 18.2
1107 7652 4.4 19.4
1108 7172 3.8 19.4
1108 7494 4.2 19.8
1108 7498 4.2 20.6
1108 7648 4.4 18.6
1108 7652 4.4 19.4
1108 7977 4.8 20.4
1111 7016 3.6 20.2
1111 7172 3.8 19.4
1111 7819 4.6 20.8
1112 6695 3.2 20
1112 7172 3.8 19.4
1112 7498 4.2 20.6
1114 6530 3 19
1114 7013 3.6 19.6
1114 7017 3.6 20.4
1115 6530 3 19
1115 7013 3.6 19.6
1115 7017 3.6 20.4
1115 7817 4.6 20.4
1117 6533 3 19.6
1117 7171 3.8 19.2
1117 7498 4.2 20.6
1118 6533 3 19.6
1118 6854 3.4 19.8
1118 7017 3.6 20.4
1118 7171 3.8 19.2
1120 6375 2.8 20
1120 6694 3.2 19.8
1120 7010 3.6 19
1120 7178 3.8 20.6
1121 6374 2.8 19.8
1121 7013 3.6 19.6
1121 7178 3.8 20.6
1122 6374 2.8 19.8
1122 6693 3.2 19.6
1122 7178 3.8 20.6
1125 6374 2.8 19.8
1125 6851 3.4 19.2
1125 6853 3.4 19.6
1125 6857 3.4 20.4
1127 6376 2.8 20.2
1127 6692 3.2 19.4
1127 6855 3.4 20
1128 6052 2.4 19.4
1128 6376 2.8 20.2
1128 6695 3.2 20
1129 6052 2.4 19.4
1129 6376 2.8 20.2
1130 6215 2.6 20
1130 6533 3 19.6
1132 5732 2 19.4
1132 6215 2.6 20
1132 6531 3 19.2
1133 5732 2 19.4
1133 5894 2.2 19.8
1133 6373 2.8 19.6
1135 6216 2.6 20.2
1136 6053 2.4 19.6
1136 6054 2.4 19.8
1136 6066 2.4 22.2
1137 6053 2.4 19.6
1137 6054 2.4 19.8
1137 6066 2.4 22.2
1137 6067 2.4 22.4
1138 5574 1.8 19.8
1138 6054 2.4 19.8
1138 6210 2.6 19
1138 6213 2.6 19.6
1139 5574 1.8 19.8
1139 6054 2.4 19.8
1139 6210 2.6 19
1139 6213 2.6 19.6
1140 5574 1.8 19.8
1140 6212 2.6 19.4
1141 5250 1.4 19
1142 5734 2 19.8
1143 5250 1.4 19
1143 5734 2 19.8
1144 5415 1.6 20
1144 5734 2 19.8
1148 5255 1.4 20
1148 5571 1.8 19.2
1148 5572 1.8 19.4
1148 5582 1.8 21.4
1149 5255 1.4 20
1150 4936 1 20.2
1150 5570 1.8 19
1150 5572 1.8 19.4
1151 4613 0.6 19.6
1151 4936 1 20.2
1151 5570 1.8 19
1151 5572 1.8 19.4
1153 4613 0.6 19.6
1153 5570 1.8 19
1153 5572 1.8 19.4
1153 5573 1.8 19.6
1154 4446 0.4 18.2
1154 4613 0.6 19.6
1154 4936 1 20.2
1154 5571 1.8 19.2
1154 5572 1.8 19.4
1156 4285 0.2 18
1156 4774 0.8 19.8
1157 4936 1 20.2
1157 5251 1.4 19.2
1158 4936 1 20.2
1158 5250 1.4 19
1158 5251 1.4 19.2
1160 4936 1 20.2
1160 5249 1.4 18.8
1160 5251 1.4 19.2
1161 4937 1 20.4
1161 5253 1.4 19.6
1163 4457 0.4 20.4
1163 4935 1 20
1164 4457 0.4 20.4
1164 4932 1 19.4
1166 4457 0.4 20.4
1166 4928 1 18.6
1166 4929 1 18.8
1166 4930 1 19
1167 4297 0.2 20.4
1167 4928 1 18.6
1167 4929 1 18.8
1167 4930 1 19
1167 5087 1.2 18.4
1169 4297 0.2 20.4
1169 4769 0.8 18.8
1169 4928 1 18.6
1169 4929 1 18.8
1170 3976 -0.2 20.2
1170 4457 0.4 20.4
1170 4929 1 18.8
1171 1352 -3.4 7.4
1171 3976 -0.2 20.2
1171 4929 1 18.8
1172 3816 -0.4 20.2
1172 4297 0.2 20.4
1175 3816 -0.4 20.2
1175 4297 0.2 20.4
1177 3655 -0.6 20
1177 4297 0.2 20.4
1178 3655 -0.6 20
1178 4297 0.2 20.4
1180 3655 -0.6 20
1181 3816 -0.4 20.2
1181 4448 0.4 18.6
1183 3976 -0.2 20.2
1185 3976 -0.2 20.2
1191 1352 -3.4 7.4
1193 3816 -0.4 20.2
1194 3816 -0.4 20.2
1198 3655 -0.6 20
1205 3491 -0.8 19.2
1206 3491 -0.8 19.2
1208 3491 -0.8 19.2
1209 3491 -0.8 19.2
1210 3491 -0.8 19.2
1211 3491 -0.8 19.2
1212 3491 -0.8 19.2
1214 3491 -0.8 19.2
1216 3334 -1 19.8
1216 3491 -0.8 19.2
1219 3494 -0.8 19.8
1220 3334 -1 19.8
1221 3494 -0.8 19.8
1222 3494 -0.8 19.8
1224 2706 -1.8 22.2
1224 3655 -0.6 20
1225 3494 -0.8 19.8
1226 1352 -3.4 7.4
1226 3655 -0.6 20
1228 3655 -0.6 20
1230 3655 -0.6 20
1230 3964 -0.2 17.8
1232 3655 -0.6 20
1234 3173 -1.2 19.6
1234 3655 -0.6 20
1235 3013 -1.4 19.6
1235 3655 -0.6 20
1238 3013 -1.4 19.6
1238 3655 -0.6 20
1239 1352 -3.4 7.4
1239 3013 -1.4 19.6
1239 3655 -0.6 20
1241 3013 -1.4 19.6
1241 3655 -0.6 20
1242 3013 -1.4 19.6
1242 3655 -0.6 20
1243 3013 -1.4 19.6
1243 3655 -0.6 20
1245 2852 -1.6 19.4
1245 3655 -0.6 20
1248 3171 -1.2 19.2
1248 3333 -1 19.6
1248 3813 -0.4 19.6
1249 2850 -1.6 19
1249 3813 -0.4 19.6
1250 3010 -1.4 19
1250 3655 -0.6 20
1250 3812 -0.4 19.4
1253 3171 -1.2 19.2
1253 3492 -0.8 19.4
1253 3813 -0.4 19.6
1254 3171 -1.2 19.2
1254 3492 -0.8 19.4
1254 3972 -0.2 19.4
1255 3171 -1.2 19.2
1255 3492 -0.8 19.4
1255 3813 -0.4 19.6
1257 3492 -0.8 19.4
1257 3812 -0.4 19.4
1258 3170 -1.2 19
1258 3812 -0.4 19.4
1259 3170 -1.2 19
1259 3491 -0.8 19.2
1259 3812 -0.4 19.4
1261 3170 -1.2 19
1261 3491 -0.8 19.2
1261 3812 -0.4 19.4
1262 3170 -1.2 19
1262 3491 -0.8 19.2
1262 3812 -0.4 19.4
1264 3491 -0.8 19.2
1264 3972 -0.2 19.4
1265 1515 -3.2 8
1265 3651 -0.6 19.2
1268 3330 -1 19
1268 3651 -0.6 19.2
1270 3329 -1 18.8
1270 3811 -0.4 19.2
1270 4133 0 19.6
1272 3490 -0.8 19
1272 3963 -0.2 17.6
1272 4133 0 19.6
1274 3490 -0.8 19
1274 4133 0 19.6
1274 12317 10.2 24.4
1276 3329 -1 18.8
1276 4133 0 19.6
1277 3329 -1 18.8
1277 3649 -0.6 18.8
1277 3811 -0.4 19.2
1277 4133 0 19.6
1279 3328 -1 18.6
1279 3490 -0.8 19
1279 3969 -0.2 18.8
1279 4133 0 19.6
1281 3328 -1 18.6
1281 3809 -0.4 18.8
1281 4130 0 19
1282 3328 -1 18.6
1282 4130 0 19
1285 3489 -0.8 18.8
1285 3809 -0.4 18.8
1286 3489 -0.8 18.8
1290 3649 -0.6 18.8
1290 4129 0 18.8
1291 3648 -0.6 18.6
1291 4129 0 18.8
1293 3648 -0.6 18.6
1293 4129 0 18.8
1294 3648 -0.6 18.6
1294 4129 0 18.8
1297 3647 -0.6 18.4
1297 4129 0 18.8
1298 3646 -0.6 18.2
1298 4129 0 18.8
1300 3646 -0.6 18.2
1300 4288 0.2 18.6
1301 3646 -0.6 18.2
1301 4288 0.2 18.6
1302 3646 -0.6 18.2
1302 4288 0.2 18.6
1304 3807 -0.4 18.4
1304 4285 0.2 18
1306 3806 -0.4 18.2
1306 4285 0.2 18
1306 4447 0.4 18.4
1307 3806 -0.4 18.2
1307 4287 0.2 18.4
1307 4448 0.4 18.6
1309 3805 -0.4 18
1309 4445 0.4 18
1309 4446 0.4 18.2
1309 4447 0.4 18.4
1310 3965 -0.2 18
1310 4444 0.4 17.8
1310 4445 0.4 18
1310 4447 0.4 18.4
1310 4607 0.6 18.4
1311 3802 -0.4 17.4
1311 3965 -0.2 18
1311 4444 0.4 17.8
1311 4445 0.4 18
1311 4447 0.4 18.4
1311 4607 0.6 18.4
1312 3802 -0.4 17.4
1312 4444 0.4 17.8
1312 4445 0.4 18
1312 4447 0.4 18.4
1312 4607 0.6 18.4
1314 3802 -0.4 17.4
1314 4444 0.4 17.8
1314 4445 0.4 18
1314 4447 0.4 18.4
1314 4607 0.6 18.4
1315 3802 -0.4 17.4
1315 4444 0.4 17.8
1315 4445 0.4 18
1315 4607 0.6 18.4
1315 4608 0.6 18.6
1316 3802 -0.4 17.4
1316 4444 0.4 17.8
1316 4445 0.4 18
1316 4607 0.6 18.4
1316 4608 0.6 18.6
1318 4445 0.4 18
1318 4601 0.6 17.2
1318 4607 0.6 18.4
1318 4608 0.6 18.6
1319 3961 -0.2 17.2
1319 4444 0.4 17.8
1319 4601 0.6 17.2
1319 4606 0.6 18.2
1319 4607 0.6 18.4
1319 4608 0.6 18.6
1322 4121 0 17.2
1322 4600 0.6 17
1322 4604 0.6 17.8
1322 4606 0.6 18.2
1322 4607 0.6 18.4
1322 4608 0.6 18.6
1324 4120 0 17
1324 4602 0.6 17.4
1324 4604 0.6 17.8
1324 4606 0.6 18.2
1324 4607 0.6 18.4
1324 4608 0.6 18.6
1325 4121 0 17.2
1325 4604 0.6 17.8
1325 4606 0.6 18.2
1325 4768 0.8 18.6
1325 4769 0.8 18.8
1327 4602 0.6 17.4
1327 4604 0.6 17.8
1327 4606 0.6 18.2
1327 4768 0.8 18.6
1327 4769 0.8 18.8
1330 4280 0.2 17
1330 4763 0.8 17.6
1330 4767 0.8 18.4
1330 4769 0.8 18.8
1332 4280 0.2 17
1332 4606 0.6 18.2
1332 4763 0.8 17.6
1332 4768 0.8 18.6
1332 4930 1 19
1334 4440 0.4 17
1334 4606 0.6 18.2
1334 4763 0.8 17.6
1334 4768 0.8 18.6
1334 4930 1 19
1335 4440 0.4 17
1335 4922 1 17.4
1335 4927 1 18.4
1335 5090 1.2 19
1337 4440 0.4 17
1337 4765 0.8 18
1337 4922 1 17.4
1337 4927 1 18.4
1339 4438 0.4 16.6
1339 4765 0.8 18
1339 4921 1 17.2
1339 5088 1.2 18.6
1340 4438 0.4 16.6
1340 4766 0.8 18.2
1340 4921 1 17.2
1342 4438 0.4 16.6
1342 4765 0.8 18
1342 4921 1 17.2
1342 5088 1.2 18.6
1343 4599 0.6 16.8
1343 4765 0.8 18
1343 4921 1 17.2
1344 4279 0.2 16.8
1344 4596 0.6 16.2
1344 4763 0.8 17.6
1344 4921 1 17.2
1344 4925 1 18
1344 5078 1.2 16.6
1346 4596 0.6 16.2
1346 4599 0.6 16.8
1346 4924 1 17.8
1346 5078 1.2 16.6
1346 5081 1.2 17.2
1347 4597 0.6 16.4
1347 4924 1 17.8
1347 5078 1.2 16.6
1347 5081 1.2 17.2
1350 4434 0.4 15.8
1350 4597 0.6 16.4
1350 4763 0.8 17.6
1350 5075 1.2 16
1350 5081 1.2 17.2
1350 5238 1.4 16.6
1351 4593 0.6 15.6
1351 4597 0.6 16.4
1351 4763 0.8 17.6
1351 5075 1.2 16
1351 5238 1.4 16.6
1353 4593 0.6 15.6
1353 4597 0.6 16.4
1353 4921 1 17.2
1353 5075 1.2 16
1353 5238 1.4 16.6
1355 4593 0.6 15.6
1355 4922 1 17.4
1355 5075 1.2 16
1355 5078 1.2 16.6
1356 4922 1 17.4
1356 5072 1.2 15.4
1356 5075 1.2 16
1356 5078 1.2 16.6
1358 4590 0.6 15
1358 5072 1.2 15.4
1358 5075 1.2 16
1358 5078 1.2 16.6
1358 5242 1.4 17.4
1359 4590 0.6 15
1359 5072 1.2 15.4
1359 5075 1.2 16
1359 5078 1.2 16.6
1359 5242 1.4 17.4
1360 4589 0.6 14.8
1360 5072 1.2 15.4
1360 5075 1.2 16
1360 5078 1.2 16.6
1360 5242 1.4 17.4
1362 4588 0.6 14.6
1362 5072 1.2 15.4
1362 5075 1.2 16
1362 5078 1.2 16.6
1362 5563 1.8 17.6
1363 4588 0.6 14.6
1363 4595 0.6 16
1363 5072 1.2 15.4
1363 5075 1.2 16
1363 5078 1.2 16.6
1363 5554 1.8 15.8
1363 5563 1.8 17.6
1364 4594 0.6 15.8
1364 4750 0.8 15
1364 5072 1.2 15.4
1364 5075 1.2 16
1364 5078 1.2 16.6
1364 5554 1.8 15.8
1364 5563 1.8 17.6
1366 4748 0.8 14.6
1366 5072 1.2 15.4
1366 5075 1.2 16
1366 5078 1.2 16.6
1366 5554 1.8 15.8
1368 5072 1.2 15.4
1368 5078 1.2 16.6
1368 5554 1.8 15.8
1370 4587 0.6 14.4
1370 5072 1.2 15.4
1370 5075 1.2 16
1370 5558 1.8 16.6
1370 5713 2 15.6
1372 4587 0.6 14.4
1372 5072 1.2 15.4
1372 5238 1.4 16.6
1372 5389 1.6 14.8
1372 5558 1.8 16.6
1372 5713 2 15.6
1374 5072 1.2 15.4
1374 5389 1.6 14.8
1374 5398 1.6 16.6
1374 5555 1.8 16
1374 5872 2.2 15.4
1376 4745 0.8 14
1376 4909 1 14.8
1376 5072 1.2 15.4
1376 5391 1.6 15.2
1376 5398 1.6 16.6
1376 5549 1.8 14.8
1376 5554 1.8 15.8
1376 6031 2.4 15.2
1377 4745 0.8 14
1377 5072 1.2 15.4
1377 5237 1.4 16.4
1377 5549 1.8 14.8
1377 5714 2 15.8
1377 5717 2 16.4
1377 6031 2.4 15.2
1380 4904 1 13.8
1380 5232 1.4 15.4
1380 5710 2 15
1380 5714 2 15.8
1380 5717 2 16.4
1382 4904 1 13.8
1382 4910 1 15
1382 5225 1.4 14
1382 5710 2 15
1382 5714 2 15.8
1382 5717 2 16.4
1382 6039 2.4 16.8
1383 5064 1.2 13.8
1383 5391 1.6 15.2
1383 5716 2 16.2
1383 5869 2.2 14.8
1385 5063 1.2 13.6
1385 5225 1.4 14
1385 5391 1.6 15.2
1385 5547 1.8 14.4
1385 5556 1.8 16.2
1385 5869 2.2 14.8
1385 5873 2.2 15.6
1387 5063 1.2 13.6
1387 5391 1.6 15.2
1387 5873 2.2 15.6
1387 6028 2.4 14.6
1388 5387 1.6 14.4
1388 5391 1.6 15.2
1388 5706 2 14.2
1388 5873 2.2 15.6
1388 6028 2.4 14.6
1389 5223 1.4 13.6
1389 5229 1.4 14.8
1389 5706 2 14.2
1389 5861 2.2 13.2
1389 5873 2.2 15.6
1389 6028 2.4 14.6
1391 5389 1.6 14.8
1391 5547 1.8 14.4
1391 5710 2 15
1391 5873 2.2 15.6
1391 6187 2.6 14.4
1393 5222 1.4 13.4
1393 5547 1.8 14.4
1393 5865 2.2 14
1393 5867 2.2 14.4
1393 5869 2.2 14.8
1393 6033 2.4 15.6
1395 5547 1.8 14.4
1395 5860 2.2 13
1395 5865 2.2 14
1395 6033 2.4 15.6
1395 6186 2.6 14.2
1398 5380 1.6 13
1398 5706 2 14.2
1398 5710 2 15
1398 5861 2.2 13.2
1398 6033 2.4 15.6
1398 6345 2.8 14
1399 5543 1.8 13.6
1399 5706 2 14.2
1399 5860 2.2 13
1399 6033 2.4 15.6
1399 6344 2.8 13.8
1400 5543 1.8 13.6
1400 5706 2 14.2
1400 5860 2.2 13
1400 6192 2.6 15.4
1400 6504 3 13.8
1401 5543 1.8 13.6
1401 5706 2 14.2
1401 5860 2.2 13
1401 5872 2.2 15.4
1401 6183 2.6 13.6
1401 6186 2.6 14.2
1403 5860 2.2 13
1403 5865 2.2 14
1403 5869 2.2 14.8
1403 5872 2.2 15.4
1403 6183 2.6 13.6
1404 5860 2.2 13
1404 5865 2.2 14
1404 5872 2.2 15.4
1404 6183 2.6 13.6
1404 6188 2.6 14.6
1405 5706 2 14.2
1405 5860 2.2 13
1405 5869 2.2 14.8
1405 6183 2.6 13.6
1408 5543 1.8 13.6
1408 5698 2 12.6
1408 5706 2 14.2
1408 5860 2.2 13
1408 6183 2.6 13.6
1409 5541 1.8 13.2
1409 5698 2 12.6
1409 5865 2.2 14
1409 5872 2.2 15.4
1409 6028 2.4 14.6
1409 6183 2.6 13.6
1411 5702 2 13.4
1411 6177 2.6 12.4
1411 6183 2.6 13.6
1411 6190 2.6 15
1412 5702 2 13.4
1412 6177 2.6 12.4
1412 6183 2.6 13.6
1412 6190 2.6 15
1412 6340 2.8 13
1412 6346 2.8 14.2
1413 5702 2 13.4
1413 5865 2.2 14
1413 6177 2.6 12.4
1413 6183 2.6 13.6
1413 6187 2.6 14.4
1413 6341 2.8 13.2
1416 5702 2 13.4
1416 6177 2.6 12.4
1416 6183 2.6 13.6
1416 6192 2.6 15.4
1416 6340 2.8 13
1416 6349 2.8 14.8
1416 6505 3 14
1416 6821 3.4 13.2
1417 5700 2 13
1417 6024 2.4 13.8
1417 6177 2.6 12.4
1417 6192 2.6 15.4
1417 6341 2.8 13.2
1417 6349 2.8 14.8
1419 5700 2 13
1419 6024 2.4 13.8
1419 6177 2.6 12.4
1419 6341 2.8 13.2
1419 6347 2.8 14.4
1420 5700 2 13
1420 6177 2.6 12.4
1420 6188 2.6 14.6
1420 6335 2.8 12
1420 6341 2.8 13.2
1420 6498 3 12.6
1423 6341 2.8 13.2
1423 6347 2.8 14.4
1423 6498 3 12.6
1423 6664 3.2 13.8
1425 6018 2.4 12.6
1425 6341 2.8 13.2
1425 6506 3 14.2
1425 6657 3.2 12.4
1427 6018 2.4 12.6
1427 6341 2.8 13.2
1427 6498 3 12.6
1427 6654 3.2 11.8
1427 6664 3.2 13.8
1429 6018 2.4 12.6
1429 6341 2.8 13.2
1429 6498 3 12.6
1429 6652 3.2 11.4
1429 6665 3.2 14
1429 7136 3.8 12.2
1432 6332 2.8 11.4
1432 6341 2.8 13.2
1432 6498 3 12.6
1432 6506 3 14.2
1432 6654 3.2 11.8
1432 7136 3.8 12.2
1433 6332 2.8 11.4
1433 6498 3 12.6
1433 6506 3 14.2
1433 6654 3.2 11.8
1433 6822 3.4 13.4
1433 7136 3.8 12.2
1436 6498 3 12.6
1436 6650 3.2 11
1436 6664 3.2 13.8
1436 6980 3.6 13
1436 7135 3.8 12
1438 6333 2.8 11.6
1438 6499 3 12.8
1438 6819 3.4 12.8
1438 6822 3.4 13.4
1438 7135 3.8 12
1440 6333 2.8 11.6
1440 6498 3 12.6
1440 6807 3.4 10.4
1440 6812 3.4 11.4
1440 6818 3.4 12.6
1440 6822 3.4 13.4
1440 6980 3.6 13
1440 7135 3.8 12
1441 6333 2.8 11.6
1441 6655 3.2 12
1441 6807 3.4 10.4
1441 6812 3.4 11.4
1441 6822 3.4 13.4
1441 6980 3.6 13
1441 7135 3.8 12
1443 6654 3.2 11.8
1443 6980 3.6 13
1443 6983 3.6 13.6
1443 7129 3.8 10.8
1444 6818 3.4 12.6
1444 6980 3.6 13
1444 7129 3.8 10.8
1444 7134 3.8 11.8
1448 6654 3.2 11.8
1448 6980 3.6 13
1448 7129 3.8 10.8
1448 7131 3.8 11.2
1450 6654 3.2 11.8
1450 6980 3.6 13
1450 7129 3.8 10.8
1450 7132 3.8 11.4
1450 7136 3.8 12.2
1451 6654 3.2 11.8
1451 6980 3.6 13
1451 7129 3.8 10.8
1451 7131 3.8 11.2
1451 7136 3.8 12.2
1453 7129 3.8 10.8
1453 7133 3.8 11.6
1453 7138 3.8 12.6
1455 7124 3.8 9.8
1455 7129 3.8 10.8
1455 7133 3.8 11.6
1455 7139 3.8 12.8
1458 7124 3.8 9.8
1458 7129 3.8 10.8
1458 7131 3.8 11.2
1458 7135 3.8 12
1458 7138 3.8 12.6
1458 7301 4 13.2
1458 7609 4.4 10.8
1458 7615 4.4 12
1460 7124 3.8 9.8
1460 7129 3.8 10.8
1460 7133 3.8 11.6
1460 7456 4.2 12.2
1462 7129 3.8 10.8
1462 7138 3.8 12.6
1462 7283 4 9.6
1462 7301 4 13.2
1462 7452 4.2 11.4
1462 7615 4.4 12
1463 7129 3.8 10.8
1463 7135 3.8 12
1463 7299 4 12.8
1463 7442 4.2 9.4
1463 7447 4.2 10.4
1463 7774 4.6 11.8
1463 7927 4.8 10.4
1465 7129 3.8 10.8
1465 7132 3.8 11.4
1465 7283 4 9.6
1465 7447 4.2 10.4
1465 7451 4.2 11.2
1465 7458 4.2 12.6
1465 7609 4.4 10.8
1465 7613 4.4 11.6
1466 7129 3.8 10.8
1466 7283 4 9.6
1466 7447 4.2 10.4
1466 7451 4.2 11.2
1466 7458 4.2 12.6
1466 7613 4.4 11.6
1466 7927 4.8 10.4
1470 7129 3.8 10.8
1470 7440 4.2 9
1470 7607 4.4 10.4
1470 7610 4.4 11
1470 7615 4.4 12
1470 7765 4.6 10
1470 7931 4.8 11.2
1471 7447 4.2 10.4
1471 7612 4.4 11.4
1471 7616 4.4 12.2
1472 7447 4.2 10.4
1472 7602 4.4 9.4
1472 7612 4.4 11.4
1472 7616 4.4 12.2
1475 7447 4.2 10.4
1475 7599 4.4 8.8
1475 7602 4.4 9.4
1475 7612 4.4 11.4
1475 7616 4.4 12.2
1475 7765 4.6 10
1475 7928 4.8 10.6
1476 7447 4.2 10.4
1476 7599 4.4 8.8
1476 7615 4.4 12
1476 7765 4.6 10
1476 7928 4.8 10.6
1478 7597 4.4 8.4
1478 7609 4.4 10.8
1478 7614 4.4 11.8
1478 7765 4.6 10
1478 8090 5 11
1480 7447 4.2 10.4
1480 7597 4.4 8.4
1480 7602 4.4 9.4
1480 7765 4.6 10
1480 7773 4.6 11.6
1480 7928 4.8 10.6
1483 7283 4 9.6
1483 7757 4.6 8.4
1483 7764 4.6 9.8
1483 7772 4.6 11.4
1483 7928 4.8 10.6
1483 8083 5 9.6
1484 7764 4.6 9.8
1484 7915 4.8 8
1484 7928 4.8 10.6
1484 7932 4.8 11.4
1486 7764 4.6 9.8
1486 7928 4.8 10.6
1486 8078 5 8.6
1487 7602 4.4 9.4
1487 7764 4.6 9.8
1487 7913 4.8 7.6
1487 7928 4.8 10.6
1487 8078 5 8.6
1487 8083 5 9.6
1487 8245 5.2 10
1490 7440 4.2 9
1490 7443 4.2 9.6
1490 8073 5 7.6
1490 8089 5 10.8
1490 8240 5.2 9
1490 8245 5.2 10
1492 1189 -3.6 6.8
1492 7762 4.6 9.4
1492 8073 5 7.6
1492 8078 5 8.6
1492 8083 5 9.6
1492 8089 5 10.8
1492 8724 5.8 9.8
1493 7600 4.4 9
1493 8075 5 8
1493 8240 5.2 9
1493 8245 5.2 10
1493 8248 5.2 10.6
1493 8563 5.6 9.6
1496 1499 -3.2 4.8
1496 1503 -3.2 5.6
1496 1512 -3.2 7.4
1496 1655 -3 4
1496 1667 -3 6.4
1496 1676 -3 8.2
1496 8240 5.2 9
1499 1497 -3.2 4.4
1499 1503 -3.2 5.6
1499 1507 -3.2 6.4
1499 1674 -3 7.8
1499 8240 5.2 9
1499 8396 5.4 8.2
1500 1342 -3.4 5.4
1500 1344 -3.4 5.8
1500 1506 -3.2 6.2
1500 1668 -3 6.6
1500 1671 -3 7.2
1500 1819 -2.8 4.8
1500 1823 -2.8 5.6
1500 1835 -2.8 8
1500 1972 -2.6 3.4
1500 8240 5.2 9
1500 8396 5.4 8.2
1501 1185 -3.6 6
