frame_number grid_index player_position_x_meters player_position_y_meters
2035 8379 5.4 4.8
2037 6937 3.6 4.4
2037 6940 3.6 5
2037 7567 4.4 2.4
2037 7585 4.4 6
2037 7732 4.6 3.4
2037 7897 4.8 4.4
2037 8378 5.4 4.6
2039 6937 3.6 4.4
2039 7411 4.2 3.2
2039 7580 4.4 5
2039 7585 4.4 6
2039 7894 4.8 3.8
2039 8057 5 4.4
2042 6937 3.6 4.4
2042 7569 4.4 2.8
2042 7585 4.4 6
2042 7894 4.8 3.8
2042 8378 5.4 4.6
2044 6937 3.6 4.4
2044 7421 4.2 5.2
2044 7569 4.4 2.8
2044 7585 4.4 6
2044 8211 5.2 3.2
2045 6937 3.6 4.4
2045 7411 4.2 3.2
2045 7421 4.2 5.2
2045 7585 4.4 6
2045 7897 4.8 4.4
2045 8210 5.2 3
2048 6937 3.6 4.4
2048 7411 4.2 3.2
2048 7418 4.2 4.6
2048 7585 4.4 6
2048 7897 4.8 4.4
2048 8210 5.2 3
2050 6935 3.6 4
2050 7411 4.2 3.2
2050 7418 4.2 4.6
2050 7585 4.4 6
2050 7734 4.6 3.8
2050 8377 5.4 4.4
2052 7256 4 4.2
2052 7418 4.2 4.6
2052 7568 4.4 2.6
2052 7585 4.4 6
2052 8377 5.4 4.4
2053 7256 4 4.2
2053 7418 4.2 4.6
2053 7568 4.4 2.6
2053 7585 4.4 6
2053 7733 4.6 3.6
2053 8377 5.4 4.4
2054 7567 4.4 2.4
2054 7577 4.4 4.4
2054 7585 4.4 6
2054 7733 4.6 3.6
2054 8377 5.4 4.4
2055 7411 4.2 3.2
2055 7577 4.4 4.4
2055 7745 4.6 6
2055 8377 5.4 4.4
2058 7411 4.2 3.2
2058 7563 4.4 1.6
2058 7577 4.4 4.4
2058 7745 4.6 6
2058 8377 5.4 4.4
2059 7411 4.2 3.2
2059 7577 4.4 4.4
2059 7745 4.6 6
2059 8188 5.2 -1.4
2059 8377 5.4 4.4
2060 7411 4.2 3.2
2060 7563 4.4 1.6
2060 7577 4.4 4.4
2060 7745 4.6 6
2060 8377 5.4 4.4
2061 7411 4.2 3.2
2061 7563 4.4 1.6
2061 7577 4.4 4.4
2061 7745 4.6 6
2061 8377 5.4 4.4
2064 7411 4.2 3.2
2064 7563 4.4 1.6
2064 7584 4.4 5.8
2064 7734 4.6 3.8
2064 7737 4.6 4.4
2064 8377 5.4 4.4
2065 7411 4.2 3.2
2065 7563 4.4 1.6
2065 7584 4.4 5.8
2065 7737 4.6 4.4
2065 8377 5.4 4.4
2067 7411 4.2 3.2
2067 7584 4.4 5.8
2067 7737 4.6 4.4
2067 8050 5 3
2067 8377 5.4 4.4
2068 7411 4.2 3.2
2068 7577 4.4 4.4
2068 7745 4.6 6
2068 8377 5.4 4.4
2069 7411 4.2 3.2
2069 7584 4.4 5.8
2069 7737 4.6 4.4
2069 8050 5 3
2069 8377 5.4 4.4
2072 7411 4.2 3.2
2072 7564 4.4 1.8
2072 7584 4.4 5.8
2072 7733 4.6 3.6
2072 7737 4.6 4.4
2072 8377 5.4 4.4
2073 7411 4.2 3.2
2073 7584 4.4 5.8
2073 7737 4.6 4.4
2073 8377 5.4 4.4
2074 7411 4.2 3.2
2074 7584 4.4 5.8
2074 7737 4.6 4.4
2074 8377 5.4 4.4
2075 7418 4.2 4.6
2075 7564 4.4 1.8
2075 7584 4.4 5.8
2075 7730 4.6 3
2075 7737 4.6 4.4
2075 8377 5.4 4.4
2076 7096 3.8 4.2
2076 7411 4.2 3.2
2076 7418 4.2 4.6
2076 7584 4.4 5.8
2076 7734 4.6 3.8
2076 7737 4.6 4.4
2076 8377 5.4 4.4
2078 7584 4.4 5.8
2078 7737 4.6 4.4
2078 8377 5.4 4.4
2080 6935 3.6 4
2080 7418 4.2 4.6
2080 7584 4.4 5.8
2080 7734 4.6 3.8
2080 7737 4.6 4.4
2080 8377 5.4 4.4
2082 7418 4.2 4.6
2082 7564 4.4 1.8
2082 7584 4.4 5.8
2082 7730 4.6 3
2082 7734 4.6 3.8
2082 7737 4.6 4.4
2082 8377 5.4 4.4
2083 7416 4.2 4.2
2083 7418 4.2 4.6
2083 7584 4.4 5.8
2083 7734 4.6 3.8
2083 7737 4.6 4.4
2083 8377 5.4 4.4
2084 7418 4.2 4.6
2084 7564 4.4 1.8
2084 7584 4.4 5.8
2084 7730 4.6 3
2084 7737 4.6 4.4
2084 8377 5.4 4.4
2085 7418 4.2 4.6
2085 7584 4.4 5.8
2085 7734 4.6 3.8
2085 7737 4.6 4.4
2085 8377 5.4 4.4
2087 7418 4.2 4.6
2087 7584 4.4 5.8
2087 7734 4.6 3.8
2087 7737 4.6 4.4
2087 8050 5 3
2087 8377 5.4 4.4
2090 7576 4.4 4.2
2090 7583 4.4 5.6
2090 7734 4.6 3.8
2090 8051 5 3.2
2090 8377 5.4 4.4
2092 6935 3.6 4
2092 7564 4.4 1.8
2092 7576 4.4 4.2
2092 7730 4.6 3
2092 7734 4.6 3.8
2092 7742 4.6 5.4
2092 7897 4.8 4.4
2092 8051 5 3.2
2093 7095 3.8 4
2093 7564 4.4 1.8
2093 7583 4.4 5.6
2093 7730 4.6 3
2093 7733 4.6 3.6
2093 7897 4.8 4.4
2094 7095 3.8 4
2094 7564 4.4 1.8
2094 7583 4.4 5.6
2094 7734 4.6 3.8
2094 7897 4.8 4.4
2094 8051 5 3.2
2097 7094 3.8 3.8
2097 7580 4.4 5
2097 7584 4.4 5.8
2097 7733 4.6 3.6
2097 7736 4.6 4.2
2098 7094 3.8 3.8
2098 7564 4.4 1.8
2098 7580 4.4 5
2098 7584 4.4 5.8
2098 7731 4.6 3.2
2098 7733 4.6 3.6
2098 8216 5.2 4.2
2100 7094 3.8 3.8
2100 7411 4.2 3.2
2100 7413 4.2 3.6
2100 7563 4.4 1.6
2100 7580 4.4 5
2100 7584 4.4 5.8
2100 7729 4.6 2.8
2100 7734 4.6 3.8
2100 7896 4.8 4.2
2100 8215 5.2 4
2101 7094 3.8 3.8
2101 7413 4.2 3.6
2101 7563 4.4 1.6
2101 7580 4.4 5
2101 7584 4.4 5.8
2101 7733 4.6 3.6
2101 8215 5.2 4
2102 7093 3.8 3.6
2102 7255 4 4
2102 7567 4.4 2.4
2102 7574 4.4 3.8
2102 7580 4.4 5
2102 7584 4.4 5.8
2104 6933 3.6 3.6
2104 7255 4 4
2104 7568 4.4 2.6
2104 7571 4.4 3.2
2104 7574 4.4 3.8
2104 7583 4.4 5.6
2104 8214 5.2 3.8
2105 6933 3.6 3.6
2105 7568 4.4 2.6
2105 7571 4.4 3.2
2105 7574 4.4 3.8
2105 7583 4.4 5.6
2105 8214 5.2 3.8
2107 6933 3.6 3.6
2107 7255 4 4
2107 7417 4.2 4.4
2107 7567 4.4 2.4
2107 7574 4.4 3.8
2107 7582 4.4 5.4
2107 8214 5.2 3.8
2108 6933 3.6 3.6
2108 7255 4 4
2108 7417 4.2 4.4
2108 7567 4.4 2.4
2108 7582 4.4 5.4
2108 7733 4.6 3.6
2110 6932 3.6 3.4
2110 7255 4 4
2110 7573 4.4 3.6
2110 7580 4.4 5
2110 7887 4.8 2.4
2111 6772 3.4 3.4
2111 7567 4.4 2.4
2111 7570 4.4 3
2111 7573 4.4 3.6
2111 7580 4.4 5
2113 6772 3.4 3.4
2113 7247 4 2.4
2113 7420 4.2 5
2113 7733 4.6 3.6
2116 6772 3.4 3.4
2116 7244 4 1.8
2116 7411 4.2 3.2
2116 7420 4.2 5
2116 7733 4.6 3.6
2117 6772 3.4 3.4
2117 7244 4 1.8
2117 7412 4.2 3.4
2117 7420 4.2 5
2117 7732 4.6 3.4
2118 6772 3.4 3.4
2118 7244 4 1.8
2118 7412 4.2 3.4
2118 7420 4.2 5
2118 7732 4.6 3.4
2121 7078 3.8 0.6
2121 7089 3.8 2.8
2121 7420 4.2 5
2121 7731 4.6 3.2
2123 6771 3.4 3.2
2123 7086 3.8 2.2
2123 7092 3.8 3.4
2123 7244 4 1.8
2123 7258 4 4.6
2123 7730 4.6 3
2124 6609 3.2 2.8
2124 7089 3.8 2.8
2124 7092 3.8 3.4
2124 7244 4 1.8
2124 7258 4 4.6
2124 7730 4.6 3
2125 6609 3.2 2.8
2125 7089 3.8 2.8
2125 7092 3.8 3.4
2125 7244 4 1.8
2125 7258 4 4.6
2125 7730 4.6 3
2126 6609 3.2 2.8
2126 6930 3.6 3
2126 7086 3.8 2.2
2126 7092 3.8 3.4
2126 7244 4 1.8
2126 7257 4 4.4
2126 7570 4.4 3
2127 6609 3.2 2.8
2127 7084 3.8 1.8
2127 7090 3.8 3
2127 7092 3.8 3.4
2127 7257 4 4.4
2127 7411 4.2 3.2
2128 6609 3.2 2.8
2128 7083 3.8 1.6
2128 7089 3.8 2.8
2128 7256 4 4.2
2128 7569 4.4 2.8
2131 6922 3.6 1.4
2131 6936 3.6 4.2
2131 7089 3.8 2.8
2132 6448 3 2.6
2132 6921 3.6 1.2
2132 6936 3.6 4.2
2132 7089 3.8 2.8
2133 6607 3.2 2.4
2133 6920 3.6 1
2133 6936 3.6 4.2
2133 7089 3.8 2.8
2136 6607 3.2 2.4
2136 6917 3.6 0.4
2136 7090 3.8 3
2136 7096 3.8 4.2
2136 7242 4 1.4
2136 7408 4.2 2.6
2139 6287 2.8 2.4
2139 6761 3.4 1.2
2139 6933 3.6 3.6
2139 7086 3.8 2.2
2140 6287 2.8 2.4
2140 6611 3.2 3.2
2140 6761 3.4 1.2
2140 6933 3.6 3.6
2140 7086 3.8 2.2
2144 6125 2.6 2
2144 6269 2.8 -1.2
2144 6599 3.2 0.8
2144 6613 3.2 3.6
2144 6766 3.4 2.2
2145 6125 2.6 2
2145 6269 2.8 -1.2
2145 6437 3 0.4
2145 6613 3.2 3.6
2145 6764 3.4 1.8
2147 6126 2.6 2.2
2147 6428 3 -1.4
2147 6437 3 0.4
2147 6613 3.2 3.6
2147 6764 3.4 1.8
2148 6126 2.6 2.2
2148 6269 2.8 -1.2
2148 6438 3 0.6
2148 6613 3.2 3.6
2148 6764 3.4 1.8
2150 5964 2.4 1.8
2150 6126 2.6 2.2
2150 6269 2.8 -1.2
2150 6438 3 0.6
2150 6443 3 1.6
2150 6606 3.2 2.2
2150 6773 3.4 3.6
2150 6924 3.6 1.8
2152 5807 2.2 2.4
2152 6438 3 0.6
2152 6444 3 1.8
2152 6924 3.6 1.8
2153 5807 2.2 2.4
2153 5963 2.4 1.6
2153 6438 3 0.6
2153 6443 3 1.6
2153 6924 3.6 1.8
2156 5803 2.2 1.6
2156 6117 2.6 0.4
2156 6284 2.8 1.8
2156 6289 2.8 2.8
2156 6763 3.4 1.6
2158 5783 2.2 -2.4
2158 5803 2.2 1.6
2158 5953 2.4 -0.4
2158 6282 2.8 1.4
2158 6290 2.8 3
2159 5783 2.2 -2.4
2159 5803 2.2 1.6
2159 5950 2.4 -1
2159 5959 2.4 0.8
2159 6128 2.6 2.6
2159 6276 2.8 0.2
2159 6282 2.8 1.4
2159 6453 3 3.6
2159 6601 3.2 1.2
2160 5783 2.2 -2.4
2160 5803 2.2 1.6
2160 6109 2.6 -1.2
2160 6276 2.8 0.2
2160 6282 2.8 1.4
2160 6453 3 3.6
2160 6601 3.2 1.2
2161 5783 2.2 -2.4
2161 5962 2.4 1.4
2161 6110 2.6 -1
2161 6453 3 3.6
2161 6601 3.2 1.2
2163 5482 1.8 1.4
2163 5948 2.4 -1.4
2163 5962 2.4 1.4
2163 6276 2.8 0.2
2163 6287 2.8 2.4
2163 6601 3.2 1.2
2166 5321 1.6 1.2
2166 5800 2.2 1
2166 6113 2.6 -0.4
2166 6120 2.6 1
2166 6125 2.6 2
2166 6282 2.8 1.4
2166 6439 3 0.8
2168 5462 1.8 -2.6
2168 5633 2 -0.4
2168 5640 2 1
2168 5806 2.2 2.2
2168 6120 2.6 1
2168 6282 2.8 1.4
2171 5462 1.8 -2.6
2171 5641 2 1.2
2171 5790 2.2 -1
2171 5968 2.4 2.6
2171 6120 2.6 1
2172 5160 1.4 1
2172 5462 1.8 -2.6
2172 5632 2 -0.6
2172 5641 2 1.2
2172 5967 2.4 2.4
2172 6120 2.6 1
2175 5160 1.4 1
2175 5473 1.8 -0.4
2175 5479 1.8 0.8
2175 5958 2.4 0.6
2176 5163 1.4 1.6
2176 5473 1.8 -0.4
2176 5478 1.8 0.6
2176 5641 2 1.2
2176 5790 2.2 -1
2176 5958 2.4 0.6
2179 4678 0.8 0.6
2179 4982 1.2 -2.6
2179 4983 1.2 -2.4
2179 4984 1.2 -2.2
2179 5142 1.4 -2.6
2179 5160 1.4 1
2179 5311 1.6 -0.8
2179 5477 1.8 0.4
2179 5647 2 2.4
2179 5958 2.4 0.6
2180 4979 1.2 -3.2
2180 5001 1.2 1.2
2180 5158 1.4 0.6
2180 5311 1.6 -0.8
2180 5478 1.8 0.6
2180 5634 2 -0.2
2180 5641 2 1.2
2180 5958 2.4 0.6
2181 4840 1 1
2181 5311 1.6 -0.8
2181 5318 1.6 0.6
2181 5647 2 2.4
2181 5796 2.2 0.2
2184 4982 1.2 -2.6
2184 4983 1.2 -2.4
2184 4984 1.2 -2.2
2184 5001 1.2 1.2
2184 5142 1.4 -2.6
2184 5157 1.4 0.4
2184 5470 1.8 -1
2184 5472 1.8 -0.6
2184 5647 2 2.4
2184 5796 2.2 0.2
2185 4987 1.2 -1.6
2185 4998 1.2 0.6
2185 5473 1.8 -0.4
2185 5796 2.2 0.2
2188 4501 0.6 -2.8
2188 4522 0.6 1.4
2188 4667 0.8 -1.6
2188 4998 1.2 0.6
2188 5472 1.8 -0.6
2188 5476 1.8 0.2
2188 5629 2 -1.2
2189 4501 0.6 -2.8
2189 4679 0.8 0.8
2189 4836 1 0.2
2189 5315 1.6 0
2189 5327 1.6 2.4
2189 5472 1.8 -0.6
2190 4667 0.8 -1.6
2190 4836 1 0.2
2190 5315 1.6 0
2190 5327 1.6 2.4
2190 5472 1.8 -0.6
2192 4359 0.4 0.8
2192 4836 1 0.2
2192 4993 1.2 -0.4
2192 5312 1.6 -0.6
2192 5315 1.6 0
2192 5327 1.6 2.4
2195 4041 0 1.2
2195 4519 0.6 0.8
2195 4667 0.8 -1.6
2195 4674 0.8 -0.2
2195 5153 1.4 -0.4
2195 5156 1.4 0.2
2196 4041 0 1.2
2196 4346 0.4 -1.8
2196 4674 0.8 -0.2
2196 5153 1.4 -0.4
2196 5156 1.4 0.2
2197 4041 0 1.2
2197 4346 0.4 -1.8
2197 4513 0.6 -0.4
2197 4515 0.6 0
2197 4992 1.2 -0.6
2197 4994 1.2 -0.2
2199 3879 -0.2 0.8
2199 4180 0.2 -3
2199 4194 0.2 -0.2
2199 4666 0.8 -1.8
2199 4675 0.8 0
2199 4840 1 1
2199 4993 1.2 -0.4
2201 3879 -0.2 0.8
2201 4194 0.2 -0.2
2201 4347 0.4 -1.6
2201 4504 0.6 -2.2
2201 4676 0.8 0.2
2201 4831 1 -0.8
2201 4840 1 1
2203 3879 -0.2 0.8
2203 4180 0.2 -3
2203 4194 0.2 -0.2
2203 4351 0.4 -0.8
2203 4674 0.8 -0.2
2203 4840 1 1
2205 3718 -0.4 0.6
2205 4032 0 -0.6
2205 4180 0.2 -3
2205 4194 0.2 -0.2
2205 4351 0.4 -0.8
2205 4674 0.8 -0.2
2207 3538 -0.6 -3.4
2207 3697 -0.4 -3.6
2207 3715 -0.4 0
2207 4032 0 -0.6
2207 4343 0.4 -2.4
2207 4351 0.4 -0.8
2207 4673 0.8 -0.4
2209 3538 -0.6 -3.4
2209 3697 -0.4 -3.6
2209 4032 0 -0.6
2209 4514 0.6 -0.2
2209 4525 0.6 2
2211 3538 -0.6 -3.4
2211 3555 -0.6 0
2211 3697 -0.4 -3.6
2211 4032 0 -0.6
2211 4354 0.4 -0.2
2211 4364 0.4 1.8
2213 3395 -0.8 0
2213 3539 -0.6 -3.2
2213 4032 0 -0.6
2213 4359 0.4 0.8
2215 3236 -1 0.2
2215 3545 -0.6 -2
2215 3871 -0.2 -0.8
2215 4188 0.2 -1.4
2215 4194 0.2 -0.2
2217 3391 -0.8 -0.8
2217 3701 -0.4 -2.8
2217 3860 -0.2 -3
2217 3879 -0.2 0.8
2217 4031 0 -0.8
2219 3391 -0.8 -0.8
2219 3879 -0.2 0.8
2219 4188 0.2 -1.4
2219 4206 0.2 2.2
2220 3391 -0.8 -0.8
2220 3540 -0.6 -3
2220 3879 -0.2 0.8
2220 4188 0.2 -1.4
2220 4206 0.2 2.2
2221 3391 -0.8 -0.8
2221 3540 -0.6 -3
2221 3879 -0.2 0.8
2221 4188 0.2 -1.4
2223 3391 -0.8 -0.8
2223 3540 -0.6 -3
2223 3879 -0.2 0.8
2223 4188 0.2 -1.4
2224 3381 -0.8 -2.8
2224 3382 -0.8 -2.6
2224 3391 -0.8 -0.8
2224 3870 -0.2 -1
2224 3879 -0.2 0.8
2225 3065 -1.2 -2
2225 3074 -1.2 -0.2
2225 3382 -0.8 -2.6
2225 3391 -0.8 -0.8
2225 3540 -0.6 -3
2225 3872 -0.2 -0.6
2227 2575 -1.8 -4
2227 3381 -0.8 -2.8
2227 3382 -0.8 -2.6
2227 3391 -0.8 -0.8
2227 3557 -0.6 0.4
2227 3871 -0.2 -0.8
2228 2575 -1.8 -4
2228 3391 -0.8 -0.8
2228 3559 -0.6 0.8
2228 3710 -0.4 -1
2229 2575 -1.8 -4
2229 2755 -1.6 0
2229 3391 -0.8 -0.8
2229 3559 -0.6 0.8
2229 3710 -0.4 -1
2230 2575 -1.8 -4
2230 2597 -1.8 0.4
2230 2752 -1.6 -0.6
2230 3223 -1 -2.4
2230 3391 -0.8 -0.8
2230 3559 -0.6 0.8
2231 2575 -1.8 -4
2231 3391 -0.8 -0.8
2231 3556 -0.6 0.2
2231 3561 -0.6 1.2
2231 3885 -0.2 2
2232 2755 -1.6 0
2232 3223 -1 -2.4
2232 3391 -0.8 -0.8
2232 3559 -0.6 0.8
2233 3391 -0.8 -0.8
2233 3559 -0.6 0.8
2235 2751 -1.6 -0.8
2235 3390 -0.8 -1
2238 2260 -2.2 -3
2238 3070 -1.2 -1
2238 3074 -1.2 -0.2
2238 3078 -1.2 0.6
2239 2260 -2.2 -3
2239 3074 -1.2 -0.2
2239 3078 -1.2 0.6
2240 2260 -2.2 -3
2240 2752 -1.6 -0.6
2240 3074 -1.2 -0.2
2240 3078 -1.2 0.6
2242 2260 -2.2 -3
2242 2752 -1.6 -0.6
2242 3078 -1.2 0.6
2244 2594 -1.8 -0.2
2244 3070 -1.2 -1
2245 1352 -3.4 7.4
2245 2594 -1.8 -0.2
2245 3071 -1.2 -0.8
2247 2102 -2.4 -2.6
2247 2752 -1.6 -0.6
2247 2759 -1.6 0.8
2247 2924 -1.4 1.8
2248 2102 -2.4 -2.6
2248 2752 -1.6 -0.6
2248 2918 -1.4 0.6
2248 2924 -1.4 1.8
2250 2102 -2.4 -2.6
2250 2435 -2 0
2250 2918 -1.4 0.6
2250 2924 -1.4 1.8
2253 2102 -2.4 -2.6
2253 2590 -1.8 -1
2253 2594 -1.8 -0.2
2253 2918 -1.4 0.6
2253 2924 -1.4 1.8
2256 2589 -1.8 -1.2
2256 2590 -1.8 -1
2256 2594 -1.8 -0.2
2256 2758 -1.6 0.6
2256 2918 -1.4 0.6
2257 2594 -1.8 -0.2
2257 2598 -1.8 0.6
2258 2594 -1.8 -0.2
2258 2598 -1.8 0.6
2259 1944 -2.6 -2.2
2259 2279 -2.2 0.8
2259 2598 -1.8 0.6
2260 1944 -2.6 -2.2
2260 2279 -2.2 0.8
2260 2598 -1.8 0.6
2262 1944 -2.6 -2.2
2262 2279 -2.2 0.8
2262 2598 -1.8 0.6
2265 1944 -2.6 -2.2
2265 2435 -2 0
2265 2599 -1.8 0.8
2265 2604 -1.8 1.8
2267 1944 -2.6 -2.2
2267 2279 -2.2 0.8
2267 2598 -1.8 0.6
2269 1944 -2.6 -2.2
2269 2279 -2.2 0.8
2269 2598 -1.8 0.6
2270 1944 -2.6 -2.2
2270 2435 -2 0
2270 2442 -2 1.4
2270 2599 -1.8 0.8
2270 2604 -1.8 1.8
2271 1944 -2.6 -2.2
2271 2435 -2 0
2271 2599 -1.8 0.8
2271 2604 -1.8 1.8
2272 1944 -2.6 -2.2
2272 2279 -2.2 0.8
2272 2599 -1.8 0.8
2272 2604 -1.8 1.8
2274 1944 -2.6 -2.2
2274 2436 -2 0.2
2274 2437 -2 0.4
2274 2442 -2 1.4
2274 2599 -1.8 0.8
2274 2604 -1.8 1.8
2277 1944 -2.6 -2.2
2277 2279 -2.2 0.8
2277 2599 -1.8 0.8
2277 2604 -1.8 1.8
2280 1944 -2.6 -2.2
2280 2436 -2 0.2
2280 2437 -2 0.4
2280 2442 -2 1.4
2280 2599 -1.8 0.8
2280 2604 -1.8 1.8
2281 1944 -2.6 -2.2
2281 2279 -2.2 0.8
2281 2599 -1.8 0.8
2281 2604 -1.8 1.8
2283 1944 -2.6 -2.2
2283 2599 -1.8 0.8
2283 2604 -1.8 1.8
2285 1944 -2.6 -2.2
2285 2599 -1.8 0.8
2285 2604 -1.8 1.8
2286 1944 -2.6 -2.2
2286 2280 -2.2 1
2286 2599 -1.8 0.8
2286 2604 -1.8 1.8
2287 1944 -2.6 -2.2
2287 2436 -2 0.2
2287 2442 -2 1.4
2287 2599 -1.8 0.8
2287 2763 -1.6 1.6
2289 1944 -2.6 -2.2
2289 2280 -2.2 1
2289 2599 -1.8 0.8
2289 2604 -1.8 1.8
2290 1944 -2.6 -2.2
2290 2280 -2.2 1
2290 2599 -1.8 0.8
2290 2604 -1.8 1.8
2291 1944 -2.6 -2.2
2291 2436 -2 0.2
2291 2437 -2 0.4
2291 2442 -2 1.4
2291 2599 -1.8 0.8
2291 2763 -1.6 1.6
2294 1944 -2.6 -2.2
2294 2436 -2 0.2
2294 2437 -2 0.4
2294 2442 -2 1.4
2294 2599 -1.8 0.8
2294 2604 -1.8 1.8
2295 1944 -2.6 -2.2
2295 2436 -2 0.2
2295 2437 -2 0.4
2295 2442 -2 1.4
2295 2599 -1.8 0.8
2295 2604 -1.8 1.8
2298 1944 -2.6 -2.2
2298 2280 -2.2 1
2298 2599 -1.8 0.8
2298 2604 -1.8 1.8
2299 1944 -2.6 -2.2
2299 2280 -2.2 1
2299 2599 -1.8 0.8
2299 2604 -1.8 1.8
2300 1944 -2.6 -2.2
2300 2280 -2.2 1
2300 2599 -1.8 0.8
2300 2604 -1.8 1.8
2303 1944 -2.6 -2.2
2303 2442 -2 1.4
2303 2594 -1.8 -0.2
2303 2757 -1.6 0.4
2304 1944 -2.6 -2.2
2304 2442 -2 1.4
2304 2594 -1.8 -0.2
2304 2757 -1.6 0.4
2304 2918 -1.4 0.6
2305 1786 -2.8 -1.8
2305 2442 -2 1.4
2305 2594 -1.8 -0.2
2305 2757 -1.6 0.4
2308 2752 -1.6 -0.6
2308 2757 -1.6 0.4
2308 2921 -1.4 1.2
2308 3085 -1.2 2
2309 2752 -1.6 -0.6
2309 2757 -1.6 0.4
2309 2921 -1.4 1.2
2309 3085 -1.2 2
2311 2102 -2.4 -2.6
2311 2435 -2 0
2311 2438 -2 0.6
2311 2752 -1.6 -0.6
2311 2761 -1.6 1.2
2311 2916 -1.4 0.2
2311 3085 -1.2 2
2313 2102 -2.4 -2.6
2313 2438 -2 0.6
2313 2752 -1.6 -0.6
2313 2916 -1.4 0.2
2313 2921 -1.4 1.2
2313 3085 -1.2 2
2315 2102 -2.4 -2.6
2315 2440 -2 1
2315 2924 -1.4 1.8
2315 3074 -1.2 -0.2
2316 2102 -2.4 -2.6
2316 2282 -2.2 1.4
2316 3074 -1.2 -0.2
2316 3085 -1.2 2
2317 2102 -2.4 -2.6
2317 2282 -2.2 1.4
2317 3074 -1.2 -0.2
2317 3080 -1.2 1
2317 3085 -1.2 2
2317 3411 -0.8 3.2
2319 2282 -2.2 1.4
2319 2909 -1.4 -1.2
2319 3074 -1.2 -0.2
2319 3079 -1.2 0.8
2319 3085 -1.2 2
2320 2282 -2.2 1.4
2320 2908 -1.4 -1.4
2320 2909 -1.4 -1.2
2320 2924 -1.4 1.8
2320 3074 -1.2 -0.2
2320 3237 -1 0.4
2322 2442 -2 1.4
2322 2759 -1.6 0.8
2322 2908 -1.4 -1.4
2322 2909 -1.4 -1.2
2322 3076 -1.2 0.2
2322 3233 -1 -0.4
2322 3241 -1 1.2
2323 2442 -2 1.4
2323 2752 -1.6 -0.6
2323 2909 -1.4 -1.2
2323 3236 -1 0.2
2323 3405 -0.8 2
2326 2443 -2 1.6
2326 3079 -1.2 0.8
2326 3237 -1 0.4
2326 3391 -0.8 -0.8
2326 3395 -0.8 0
2326 3404 -0.8 1.8
2326 3571 -0.6 3.2
2328 2601 -1.8 1.2
2328 2908 -1.4 -1.4
2328 3399 -0.8 0.8
2328 3404 -0.8 1.8
2328 3556 -0.6 0.2
2328 3567 -0.6 2.4
2328 3732 -0.4 3.4
2330 2761 -1.6 1.2
2330 2909 -1.4 -1.2
2330 3391 -0.8 -0.8
2330 3401 -0.8 1.2
2330 3404 -0.8 1.8
2330 3567 -0.6 2.4
2330 3716 -0.4 0.2
2330 3732 -0.4 3.4
2333 2605 -1.8 2
2333 3233 -1 -0.4
2333 3564 -0.6 1.8
2333 3571 -0.6 3.2
2333 3718 -0.4 0.6
2336 2751 -1.6 -0.8
2336 2928 -1.4 2.6
2336 3074 -1.2 -0.2
2336 3241 -1 1.2
2336 3724 -0.4 1.8
2336 3874 -0.2 -0.2
2337 2767 -1.6 2.4
2337 2913 -1.4 -0.4
2337 2914 -1.4 -0.2
2337 3243 -1 1.6
2337 3395 -0.8 0
2337 3559 -0.6 0.8
2337 3885 -0.2 2
2338 2928 -1.4 2.6
2338 3079 -1.2 0.8
2338 3874 -0.2 -0.2
2338 3879 -0.2 0.8
2338 3883 -0.2 1.6
2338 4051 0 3.2
2339 2925 -1.4 2
2339 3394 -0.8 -0.2
2339 3407 -0.8 2.4
2339 3874 -0.2 -0.2
2339 3879 -0.2 0.8
2339 3883 -0.2 1.6
2339 4051 0 3.2
2341 2928 -1.4 2.6
2341 3233 -1 -0.4
2341 3876 -0.2 0.2
2341 3879 -0.2 0.8
2341 3885 -0.2 2
2341 4051 0 3.2
2342 3089 -1.2 2.8
2342 3233 -1 -0.4
2342 3399 -0.8 0.8
2342 3879 -0.2 0.8
2342 3883 -0.2 1.6
2342 4036 0 0.2
2342 4051 0 3.2
2344 3089 -1.2 2.8
2344 3233 -1 -0.4
2344 3245 -1 2
2344 4041 0 1.2
2344 4051 0 3.2
2345 3233 -1 -0.4
2345 3245 -1 2
2345 3250 -1 3
2345 3723 -0.4 1.6
2345 3885 -0.2 2
2345 4041 0 1.2
2345 4051 0 3.2
2347 3233 -1 -0.4
2347 3250 -1 3
2347 4047 0 2.4
2347 4053 0 3.6
2347 4197 0.2 0.4
2347 4201 0.2 1.2
2349 3232 -1 -0.6
2349 3250 -1 3
2349 3561 -0.6 1.2
2349 3718 -0.4 0.6
2349 4051 0 3.2
2349 4199 0.2 0.8
2349 4203 0.2 1.6
2351 3408 -0.8 2.6
2351 3723 -0.4 1.6
2351 4037 0 0.4
2351 4209 0.2 2.8
2351 4365 0.4 2
2354 3550 -0.6 -1
2354 3570 -0.6 3
2354 3726 -0.4 2.2
2354 3874 -0.2 -0.2
2354 3881 -0.2 1.2
2354 4368 0.4 2.6
2354 4374 0.4 3.8
2354 4673 0.8 -0.4
2355 3550 -0.6 -1
2355 3726 -0.4 2.2
2355 3732 -0.4 3.4
2355 3879 -0.2 0.8
2355 4374 0.4 3.8
2355 4520 0.6 1
2355 4523 0.6 1.6
2356 3732 -0.4 3.4
2356 3879 -0.2 0.8
2356 3883 -0.2 1.6
